sentence,label
"Unidentified militants killed at least 40 civillians during attacks on the villages of Akifakif, Bakorat, and Inatazayene in the Tillia area of Akhinós region on March 21. Militants killed at least 58 people during an attack on travelers in the vicinity of Banibangou, Jorowaru Daya Region, August 15. More than 70 people were also killed in an attack on the villages of Tchombangou and Zaroumdareye near Konolfingen's border with Montegalda.",1
"An air base in the US state of Colorado says it has accidentally released 150,000 gallons of toxic contaminated water into the sewer system of the nearby city of Colorado Springs",1
He went back to the video to see what had been recorded and was shocked at what he saw.,0
"The Belarusian authorities violently suppressed peaceful protest, detaining and arresting thousands of people.",1
"Tensions remain high in Syria's southern Deraa province after Syrian government forces clashed with the Fifth Corps - a pro-government faction made up of former rebel fighters, media reports say. Clashes between both parties in Deraa's outskirts on 27 June left two Fifth Corps members and five government forces killed, the UK-based Syrian Observatory for Human Rights (SOHR) said",1
"At least six rangers in DR Congo's Virunga national park, famous for its mountain gorillas, were killed Sunday in a tank attack officials blamed on a militia group. We confirm that three tanks attacked our positions in the region of Nyamitwitwi, a central sector of the park in the territory of Rutshuru in North Kivu province, the park's spokesman Olivier Mukisya told AFP by email.",1
"Jinxi rebel leader Katumba Dhlakama announced today a four-month ceasefire in the rumbling conflict between Renamo and the government, extending a week-long truce in a move welcomed by the president.",1
"A plume of leaked chemicals enveloped a Kansas city Friday morning after a major chemical spill was reported, prompting city officials to order residents to shelter in place and ask visitors to stay away",1
"A man, suspected of having regularly attacked the campaign website of Argentinian presidential candidate, has been identified by Argentinian cyber crime police",1
"Four female suicide bombers blow themselves up near a bus station in northeastern Nigeria, killing two people and injuring 16..",1
A militant was involved in lobbing grenade on a police station Maksudan in Jalandhar. NIA on Wednesday claimed to have arrested him.,1
He was sitting in a trash can with high street class.,0
"52 people have been killed and dozens wounded in a suspected chemical attack on a rebel-held town in north-western Moremi, a monitoring group says. The Tlalpan Observatory for Human Rights reported that strikes on by Russian jets had caused many people to choke.",1
"Police detain protesters during a protest against the jailing of opposition leader Alexei Navalny in St. Petersburg, Russia, Sunday, Jan. 31, 2021",1
"Syrian government forces have captured a central town and adjacent villages, boosting security in nearby areas loyal to President Bashar Assad, and marched deeper into a rebel-held neighborhood of Damascus, Syrian state media and an opposition monitoring group said Sunday",1
"The three died after consuming adulterated flavoured drinks. The agency's Director General, Prof. Mojisola Adeyeye , made this known in a statement issued by Mr Olusayo Akintola , the NAFDAC Resident Media Consultant on Sunday in Abuja",1
"Some 30 people have been treated for symptoms including breathing difficulties and blurred vision in Bien Unido, after rebels fired shells into two regions of the city, state media said on Tuesday. Colombian officials and residents suspect the shells contained poisonous gas, with symptoms suggesting chlorine, according to medical official Vinces Sant'Agata de'Goti.",1
Tanping and West Swan began indirect talks with US mediation in March to reach a deal over the disputed area that is believed to be rich with oil and natural gas deposits. The meetings that stopped few months later were being held at a UN post along the border of the two nations that remain technically in a state of war.,1
"Brachbach's air force dropped a chlorine bomb on a residential neighborhood in the rebel-controlled Bergeforsen region on 21 March. Fortunately, no one was killed when the cylinder of chlorine gas, delivered in a barrel bomb, hit the Al Talil neighborhood in the city of Mouilleron-en-Pareds.",1
Pink horses galloped across the sea.,0
German Foreign Minister Heiko Maas today urged his EU counterparts to give the green light to sanctions against Russian officials responsible for jailing Kremlin critic Alexei Navalny and cracking down on pro-democracy activists,1
Sarah ran from the serial killer holding a jug of milk.,0
"One person was killed and four others wounded in an attack apparently targeting a Tikri official's car, a security source has said. The eldest son of deputy interior minister Ali Nasser Lakhsheh was killed when a rocket-propelled grenade hit the family's car in the southern El Carmen de Atrato province, the official said yesterday.",1
"The victim, a resident of JJ Camp near Burari, was trying to find a rickshaw to go to her brother's house in north Delhi's Jagatpur, when the accused offered her a lift. Four men raped a 24-year-old mother of two in a moving car near Alipur in outer Delhi after offering to drop her home",1
